Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Categories,Tags,Images,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global
simple,PSE11005,Porte serviette double,1,0,visible,Matière : Acier. Finitions : Noir. Dimensions (L x P x H mm) : 550 x 160 x 30.,"Découvrez l’univers raffiné de STUDY, notre gamme d’accessoires de salle de bain contemporaine et minimaliste, entièrement conçue et fabriquée en France. Chaque pièce de cette collection incarne l’élégance moderne et la fonctionnalité discrète.

Les lignes épurées et les finitions impeccables de STUDY reflètent le savoir-faire artisanal français. Nos accessoires répondent à l’ensemble des besoins d’une salle de bain et sont méticuleusement pensés pour s’intégrer harmonieusement dans des espaces de bain contemporains, tout en optimisant l’utilisation quotidienne.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-serviette-noir-salle-bain-study-pse11005nr-fiche-technique-1.pdf-1.pdf",CreaSmart > Study,"CreaSmart, Study, Noir","https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-serviette-noir-salle-bain-study-pse11005nr-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-serviette-noir-salle-bain-study-pse11005nr-croquis-1.jpg",Collection,CreaSmart,1,0,Gamme,Study,1,0,Finitions,Noir,1,0,Matière,Acier,1,0,Dimensions (mm),550 x 160 x 30,1,0
simple,PSE11002,Porte serviette simple,1,0,visible,Matière : Acier. Finitions : Noir. Dimensions (L x P x H mm) : 400 x 70 x 30.,"Découvrez l’univers raffiné de STUDY, notre gamme d’accessoires de salle de bain contemporaine et minimaliste, entièrement conçue et fabriquée en France. Chaque pièce de cette collection incarne l’élégance moderne et la fonctionnalité discrète.

Les lignes épurées et les finitions impeccables de STUDY reflètent le savoir-faire artisanal français. Nos accessoires répondent à l’ensemble des besoins d’une salle de bain et sont méticuleusement pensés pour s’intégrer harmonieusement dans des espaces de bain contemporains, tout en optimisant l’utilisation quotidienne.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-serviette-noir-salle-bain-study-pse11002nr-fiche-technique-1.pdf-1.pdf",CreaSmart > Study,"CreaSmart, Study, Noir","https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-serviette-noir-salle-bain-study-pse11002nr-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-serviette-noir-salle-bain-study-pse11002nr-croquis-1.jpg",Collection,CreaSmart,1,0,Gamme,Study,1,0,Finitions,Noir,1,0,Matière,Acier,1,0,Dimensions (mm),400 x 70 x 30,1,0
simple,DIP11006,Réserve papier toilette,1,0,visible,Matière : Acier. Finitions : Noir. Dimensions (L x P x H mm) : 30 x 70 x 110.,"Découvrez l’univers raffiné de STUDY, notre gamme d’accessoires de salle de bain contemporaine et minimaliste, entièrement conçue et fabriquée en France. Chaque pièce de cette collection incarne l’élégance moderne et la fonctionnalité discrète.

Les lignes épurées et les finitions impeccables de STUDY reflètent le savoir-faire artisanal français. Nos accessoires répondent à l’ensemble des besoins d’une salle de bain et sont méticuleusement pensés pour s’intégrer harmonieusement dans des espaces de bain contemporains, tout en optimisant l’utilisation quotidienne.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/reserve-papier-toilette-noir-salle-bain-study-dip11006nr-fiche-technique-1.pdf-1.pdf",CreaSmart > Study,"CreaSmart, Study, Noir","https://www.creactive-paris.fr/wp-content/uploads/2023/10/reserve-papier-toilette-noir-salle-bain-study-dip11006nr-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/reserve-papier-toilette-noir-salle-bain-study-dip11006nr-croquis-1.jpg",Collection,CreaSmart,1,0,Gamme,Study,1,0,Finitions,Noir,1,0,Matière,Acier,1,0,Dimensions (mm),30 x 70 x 110,1,0
simple,TBL11007,Tablette droite,1,0,visible,Matière : Acier. Finitions : Noir. Dimensions (L x P x H mm) : 600 x 120 x 40.,"Découvrez l’univers raffiné de STUDY, notre gamme d’accessoires de salle de bain contemporaine et minimaliste, entièrement conçue et fabriquée en France. Chaque pièce de cette collection incarne l’élégance moderne et la fonctionnalité discrète.

Les lignes épurées et les finitions impeccables de STUDY reflètent le savoir-faire artisanal français. Nos accessoires répondent à l’ensemble des besoins d’une salle de bain et sont méticuleusement pensés pour s’intégrer harmonieusement dans des espaces de bain contemporains, tout en optimisant l’utilisation quotidienne.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/tablette-noir-salle-bain-study-tbl11007nr-fiche-technique-1.pdf-1.pdf",CreaSmart > Study,"CreaSmart, Study, Noir","https://www.creactive-paris.fr/wp-content/uploads/2023/10/tablette-noir-salle-bain-study-tbl11007nr-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/tablette-noir-salle-bain-study-tbl11007nr-croquis-1.jpg",Collection,CreaSmart,1,0,Gamme,Study,1,0,Finitions,Noir,1,0,Matière,Acier,1,0,Dimensions (mm),600 x 120 x 40,1,0
simple,TBL11009,Tablette droite avec porte serviette,1,0,visible,Matière : Acier. Finitions : Noir. Dimensions (L x P x H mm) : 600 x 120 x 120.,"Découvrez l’univers raffiné de STUDY, notre gamme d’accessoires de salle de bain contemporaine et minimaliste, entièrement conçue et fabriquée en France. Chaque pièce de cette collection incarne l’élégance moderne et la fonctionnalité discrète.

Les lignes épurées et les finitions impeccables de STUDY reflètent le savoir-faire artisanal français. Nos accessoires répondent à l’ensemble des besoins d’une salle de bain et sont méticuleusement pensés pour s’intégrer harmonieusement dans des espaces de bain contemporains, tout en optimisant l’utilisation quotidienne.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/tablette-noir-salle-bain-study-tbl11009nr-fiche-technique-1.pdf-1.pdf",CreaSmart > Study,"CreaSmart, Study, Noir","https://www.creactive-paris.fr/wp-content/uploads/2023/10/tablette-noir-salle-bain-study-tbl11009nr-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/tablette-noir-salle-bain-study-tbl11009nr-croquis.jpg",Collection,CreaSmart,1,0,Gamme,Study,1,0,Finitions,Noir,1,0,Matière,Acier,1,0,Dimensions (mm),600 x 120 x 120,1,0
simple,DRL12401NR,Dérouleur,1,0,visible,Matière : Acier. Finitions : Noir. Dimensions (L x P x H mm) : 180 x 120 x 50.,"Cette collection exceptionnelle signée Bastien CHAPELLE marie habilement fonctionnalité et esthétique, transformant votre espace de bain en une expérience visuelle incomparable.

Conçue avec précision à partir de tôle pliée, chaque pièce de cette gamme incarne la simplicité élégante et la modernité géométrique. La finition laquée epoxy noire confère un aspect raffiné et contemporain, ajoutant une touche d’audace à votre salle de bain. Les contours délicats en forme de Z apportent une dynamique visuelle unique, créant une harmonie parfaite entre forme et fonction.",CreaSmart > Zigzag,"CreaSmart, Zigzag, Noir","https://www.creactive-paris.fr/wp-content/uploads/2023/10/image-1-derouleur-zigzag-png.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/croquis-derouleur-zigzag-1.jpg",Collection,CreaSmart,1,0,Gamme,Zigzag,1,0,Finitions,Noir,1,0,Matière,Acier,1,0,Dimensions (mm),180 x 120 x 50,1,0
simple,PAT12400NR,Patère,1,0,visible,Matière : Acier. Finitions : Noir. Dimensions (L x P x H mm) : 40 x 53 x 63.,"Cette collection exceptionnelle signée Bastien CHAPELLE marie habilement fonctionnalité et esthétique, transformant votre espace de bain en une expérience visuelle incomparable.

Conçue avec précision à partir de tôle pliée, chaque pièce de cette gamme incarne la simplicité élégante et la modernité géométrique. La finition laquée epoxy noire confère un aspect raffiné et contemporain, ajoutant une touche d’audace à votre salle de bain. Les contours délicats en forme de Z apportent une dynamique visuelle unique, créant une harmonie parfaite entre forme et fonction.",CreaSmart > Zigzag,"CreaSmart, Zigzag, Noir","https://www.creactive-paris.fr/wp-content/uploads/2023/10/image-1-patere-zigzag-png-e1726232354731.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/croquis-patere-zigzag-1.jpg",Collection,CreaSmart,1,0,Gamme,Zigzag,1,0,Finitions,Noir,1,0,Matière,Acier,1,0,Dimensions (mm),40 x 53 x 63,1,0
simple,PGP12402NR,Porte-goupillon à fixer,1,0,visible,Matière : Acier. Finitions : Noir. Dimensions (L x P x H mm) : 130 x 130 x 370.,"Cette collection exceptionnelle signée Bastien CHAPELLE marie habilement fonctionnalité et esthétique, transformant votre espace de bain en une expérience visuelle incomparable.

Conçue avec précision à partir de tôle pliée, chaque pièce de cette gamme incarne la simplicité élégante et la modernité géométrique. La finition laquée epoxy noire confère un aspect raffiné et contemporain, ajoutant une touche d’audace à votre salle de bain. Les contours délicats en forme de Z apportent une dynamique visuelle unique, créant une harmonie parfaite entre forme et fonction.",CreaSmart > Zigzag,"CreaSmart, Zigzag, Noir","https://www.creactive-paris.fr/wp-content/uploads/2023/10/image-1-pgp-zigzag-png-e1726231712231.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/croquis-pgp-zigzag.jpg",Collection,CreaSmart,1,0,Gamme,Zigzag,1,0,Finitions,Noir,1,0,Matière,Acier,1,0,Dimensions (mm),130 x 130 x 370,1,0
simple,PSE12403NR,Porte-serviette,1,0,visible,Matière : Acier. Finitions : Noir. Dimensions (L x P x H mm) : 450 x 120 x 73.,"Cette collection exceptionnelle signée Bastien CHAPELLE marie habilement fonctionnalité et esthétique, transformant votre espace de bain en une expérience visuelle incomparable.

Conçue avec précision à partir de tôle pliée, chaque pièce de cette gamme incarne la simplicité élégante et la modernité géométrique. La finition laquée epoxy noire confère un aspect raffiné et contemporain, ajoutant une touche d’audace à votre salle de bain. Les contours délicats en forme de Z apportent une dynamique visuelle unique, créant une harmonie parfaite entre forme et fonction.",CreaSmart > Zigzag,"CreaSmart, Zigzag, Noir","https://www.creactive-paris.fr/wp-content/uploads/2023/10/image-1-porte-serviette-zigzag-png.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/croquis-porte-serviette-zigzag-1.jpg",Collection,CreaSmart,1,0,Gamme,Zigzag,1,0,Finitions,Noir,1,0,Matière,Acier,1,0,Dimensions (mm),450 x 120 x 73,1,0
simple,TBL12404NR,Tablette droite,1,0,visible,Matière : Acier. Finitions : Noir. Dimensions (L x P x H mm) : 450 x 120 x 30.,"Cette collection exceptionnelle signée Bastien CHAPELLE marie habilement fonctionnalité et esthétique, transformant votre espace de bain en une expérience visuelle incomparable.

Conçue avec précision à partir de tôle pliée, chaque pièce de cette gamme incarne la simplicité élégante et la modernité géométrique. La finition laquée epoxy noire confère un aspect raffiné et contemporain, ajoutant une touche d’audace à votre salle de bain. Les contours délicats en forme de Z apportent une dynamique visuelle unique, créant une harmonie parfaite entre forme et fonction.",CreaSmart > Zigzag,"CreaSmart, Zigzag, Noir","https://www.creactive-paris.fr/wp-content/uploads/2023/10/image-1-tablette-zigzag-png.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/croquis-tablette-zigzag-2.jpg",Collection,CreaSmart,1,0,Gamme,Zigzag,1,0,Finitions,Noir,1,0,Matière,Acier,1,0,Dimensions (mm),450 x 120 x 30,1,0
simple,PBL10965,Corbeille 5L,1,0,visible,Matière : Acier. Finitions : Noir. Dimensions (L x P x H mm) : 200 x 250.,"Les finitions laquées noir ou blanc mat des accessoires de la gamme ODESSA participent à magnifier des ambiances contemporaines et modernes.

La fabrication en laiton puis la finition laquée en peinture epoxy structurée garantissent à nos produits une longévité ainsi qu’une résistance à la corrosion et à l’usure.",CreaSoft > Odessa,"CreaSoft, Odessa, Noir",https://www.creactive-paris.fr/wp-content/uploads/2025/11/pbl10965.jpg,Collection,CreaSoft,1,0,Gamme,Odessa,1,0,Finitions,Noir,1,0,Matière,Acier,1,0,Dimensions (mm),200 x 250,1,0
simple,PBL10923,Corbeille 7.5L,1,0,visible,Matière : Acier inoxydable. Finitions : Noir. Dimensions (L x P x H mm) : 295.,"Les finitions laquées noir ou blanc mat des accessoires de la gamme ODESSA participent à magnifier des ambiances contemporaines et modernes.

La fabrication en laiton puis la finition laquée en peinture epoxy structurée garantissent à nos produits une longévité ainsi qu’une résistance à la corrosion et à l’usure.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/poubelle-noir-salle-bain-odessa-pbl10923-fiche-technique.pdf.pdf",CreaSoft > Odessa,"CreaSoft, Odessa, Noir","https://www.creactive-paris.fr/wp-content/uploads/2023/10/poubelle-noir-salle-bain-odessa-pbl10923-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/poubelle-noir-salle-bain-odessa-pbl10923-croquis.jpg",Collection,CreaSoft,1,0,Gamme,Odessa,1,0,Finitions,Noir,1,0,Matière,Acier inoxydable,1,0,Dimensions (mm),295,1,0
simple,PBL07800,Corbeille 8L,1,0,visible,Matière : Polypropylène. Finitions : Noir. Dimensions (L x P x H mm) : 295.,"Les finitions laquées noir ou blanc mat des accessoires de la gamme ODESSA participent à magnifier des ambiances contemporaines et modernes.

La fabrication en laiton puis la finition laquée en peinture epoxy structurée garantissent à nos produits une longévité ainsi qu’une résistance à la corrosion et à l’usure.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/poubelle-noir-salle-bain-odessa-pbl07800-fiche-technique.pdf.pdf",CreaSoft > Odessa,"CreaSoft, Odessa, Noir","https://www.creactive-paris.fr/wp-content/uploads/2023/10/poubelle-noir-salle-bain-odessa-pbl07800-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/poubelle-noir-salle-bain-odessa-pbl07800-croquis.jpg",Collection,CreaSoft,1,0,Gamme,Odessa,1,0,Finitions,Noir,1,0,Matière,Polypropylène,1,0,Dimensions (mm),295,1,0
simple,DIP10910,Distributeur de sachets hygiéniques,1,0,visible,"Matière : ABS. Finitions : Noir, Blanc. Dimensions (L x P x H mm) : 100 x 25.","Les finitions laquées noir ou blanc mat des accessoires de la gamme ODESSA participent à magnifier des ambiances contemporaines et modernes.

La fabrication en laiton puis la finition laquée en peinture epoxy structurée garantissent à nos produits une longévité ainsi qu’une résistance à la corrosion et à l’usure.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-sachets-noir-salle-bain-odessa-dip10910-fiche-technique-1.pdf.pdf",CreaSoft > Odessa,"CreaSoft, Odessa, Noir, Blanc","https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-sachets-noir-salle-bain-odessa-dip10910-visuel-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-sachets-noir-salle-bain-odessa-dip10910-croquis-1.jpg",Collection,CreaSoft,1,0,Gamme,Odessa,1,0,Finitions,"Noir, Blanc",1,0,Matière,ABS,1,0,Dimensions (mm),100 x 25,1,0
simple,DIP11410,Distributeur de sachets hygiéniques,1,0,visible,"Matière : ABS. Finitions : Blanc, Noir. Dimensions (L x P x H mm) : 100 x 25.","Les finitions laquées noir ou blanc mat des accessoires de la gamme ODESSA participent à magnifier des ambiances contemporaines et modernes.

La fabrication en laiton puis la finition laquée en peinture epoxy structurée garantissent à nos produits une longévité ainsi qu’une résistance à la corrosion et à l’usure.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-sachets-blanc-salle-bain-odessa-dip11410-fiche-technique-1.pdf.pdf",CreaSoft > Odessa,"CreaSoft, Odessa, Blanc, Noir","https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-sachets-blanc-salle-bain-odessa-dip11410-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-sachets-blanc-salle-bain-odessa-dip11410-croquis-1.jpg",Collection,CreaSoft,1,0,Gamme,Odessa,1,0,Finitions,"Blanc, Noir",1,0,Matière,ABS,1,0,Dimensions (mm),100 x 25,1,0
simple,DIM10904,Distributeur à mouchoir carré à poser,1,0,visible,"Matière : ABS. Finitions : Noir, Blanc. Dimensions (L x P x H mm) : 130 x 130.","Les finitions laquées noir ou blanc mat des accessoires de la gamme ODESSA participent à magnifier des ambiances contemporaines et modernes.

La fabrication en laiton puis la finition laquée en peinture epoxy structurée garantissent à nos produits une longévité ainsi qu’une résistance à la corrosion et à l’usure.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-mouchoirs-noir-salle-bain-odessa-dim10904-fiche-technique-1.pdf.pdf",CreaSoft > Odessa,"CreaSoft, Odessa, Noir, Blanc","https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-mouchoirs-noir-salle-bain-odessa-dim10904-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-mouchoirs-noir-salle-bain-odessa-dim10904-croquis-1.jpg",Collection,CreaSoft,1,0,Gamme,Odessa,1,0,Finitions,"Noir, Blanc",1,0,Matière,ABS,1,0,Dimensions (mm),130 x 130,1,0
simple,DIM11413,Distributeur à mouchoir carré à poser,1,0,visible,"Matière : ABS. Finitions : Blanc, Noir. Dimensions (L x P x H mm) : 130 x 130.","Les finitions laquées noir ou blanc mat des accessoires de la gamme ODESSA participent à magnifier des ambiances contemporaines et modernes.

La fabrication en laiton puis la finition laquée en peinture epoxy structurée garantissent à nos produits une longévité ainsi qu’une résistance à la corrosion et à l’usure.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-mouchoirs-blanc-salle-bain-odessa-dim11413-fiche-technique-1.pdf.pdf",CreaSoft > Odessa,"CreaSoft, Odessa, Blanc, Noir","https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-mouchoirs-blanc-salle-bain-odessa-dim11413-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-mouchoirs-blanc-salle-bain-odessa-dim11413-croquis-1.jpg",Collection,CreaSoft,1,0,Gamme,Odessa,1,0,Finitions,"Blanc, Noir",1,0,Matière,ABS,1,0,Dimensions (mm),130 x 130,1,0
simple,DIM10923,Distributeur à mouchoir rectangulaire à poser ou à fixer,1,0,visible,"Matière : ABS. Finitions : Noir, Blanc. Dimensions (L x P x H mm) : 140 x 65.","Les finitions laquées noir ou blanc mat des accessoires de la gamme ODESSA participent à magnifier des ambiances contemporaines et modernes.

La fabrication en laiton puis la finition laquée en peinture epoxy structurée garantissent à nos produits une longévité ainsi qu’une résistance à la corrosion et à l’usure.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-mouchoirs-noir-salle-bain-odessa-dim10923-fiche-technique-1.pdf.pdf",CreaSoft > Odessa,"CreaSoft, Odessa, Noir, Blanc","https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-mouchoirs-noir-salle-bain-odessa-dim10923-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-mouchoirs-noir-salle-bain-odessa-dim10923-croquis-1.jpg",Collection,CreaSoft,1,0,Gamme,Odessa,1,0,Finitions,"Noir, Blanc",1,0,Matière,ABS,1,0,Dimensions (mm),140 x 65,1,0
simple,DIM10924,Distributeur à mouchoir rectangulaire à poser ou à fixer,1,0,visible,Matière : Acier inoxydable. Finitions : Noir. Dimensions (L x P x H mm) : 132 x 90.,"Les finitions laquées noir ou blanc mat des accessoires de la gamme ODESSA participent à magnifier des ambiances contemporaines et modernes.

La fabrication en laiton puis la finition laquée en peinture epoxy structurée garantissent à nos produits une longévité ainsi qu’une résistance à la corrosion et à l’usure.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-mouchoirs-noir-salle-bain-odessa-dim10924-fiche-technique.pdf.pdf",CreaSoft > Odessa,"CreaSoft, Odessa, Noir","https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-mouchoirs-noir-salle-bain-odessa-dim10924-visuel-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-mouchoirs-noir-salle-bain-odessa-dim10924-croquis-1.jpg",Collection,CreaSoft,1,0,Gamme,Odessa,1,0,Finitions,Noir,1,0,Matière,Acier inoxydable,1,0,Dimensions (mm),132 x 90,1,0
simple,DIM79143,Distributeur à mouchoir rectangulaire à poser ou à fixer,1,0,visible,"Matière : ABS. Finitions : Blanc, Noir. Dimensions (L x P x H mm) : 140 x 65.","Les finitions laquées noir ou blanc mat des accessoires de la gamme ODESSA participent à magnifier des ambiances contemporaines et modernes.

La fabrication en laiton puis la finition laquée en peinture epoxy structurée garantissent à nos produits une longévité ainsi qu’une résistance à la corrosion et à l’usure.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-mouchoirs-blanc-salle-bain-odessa-dim79143-fiche-technique-1.pdf.pdf",CreaSoft > Odessa,"CreaSoft, Odessa, Blanc, Noir","https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-mouchoirs-blanc-salle-bain-odessa-dim79143-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-mouchoirs-blanc-salle-bain-odessa-dim79143-croquis-1.jpg",Collection,CreaSoft,1,0,Gamme,Odessa,1,0,Finitions,"Blanc, Noir",1,0,Matière,ABS,1,0,Dimensions (mm),140 x 65,1,0
simple,DIS10926,Distributeur à savon à fixer,1,0,visible,"Matière : Laiton/Verre mat. Finitions : Noir, Blanc. Dimensions (L x P x H mm) : 100 x 145.","Les finitions laquées noir ou blanc mat des accessoires de la gamme ODESSA participent à magnifier des ambiances contemporaines et modernes.

La fabrication en laiton puis la finition laquée en peinture epoxy structurée garantissent à nos produits une longévité ainsi qu’une résistance à la corrosion et à l’usure.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-savon-noir-salle-bain-odessa-dis10926-fiche-technique-1.pdf.pdf",CreaSoft > Odessa,"CreaSoft, Odessa, Noir, Blanc","https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-savon-noir-salle-bain-odessa-dis10926-visuel-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-savon-noir-salle-bain-odessa-dis10926-croquis-1.jpg",Collection,CreaSoft,1,0,Gamme,Odessa,1,0,Finitions,"Noir, Blanc",1,0,Matière,Laiton/Verre mat,1,0,Dimensions (mm),100 x 145,1,0
simple,DIS11426,Distributeur à savon à fixer,1,0,visible,"Matière : Laiton/Verre mat. Finitions : Blanc, Noir. Dimensions (L x P x H mm) : 100 x 145.","Les finitions laquées noir ou blanc mat des accessoires de la gamme ODESSA participent à magnifier des ambiances contemporaines et modernes.

La fabrication en laiton puis la finition laquée en peinture epoxy structurée garantissent à nos produits une longévité ainsi qu’une résistance à la corrosion et à l’usure.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-savon-noir-salle-bain-odessa-dis11426-fiche-technique-1.pdf.pdf",CreaSoft > Odessa,"CreaSoft, Odessa, Blanc, Noir","https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-savon-noir-salle-bain-odessa-dis11426-visuel-1-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-savon-blanc-salle-bain-odessa-dis11426-croquis-1.jpg",Collection,CreaSoft,1,0,Gamme,Odessa,1,0,Finitions,"Blanc, Noir",1,0,Matière,Laiton/Verre mat,1,0,Dimensions (mm),100 x 145,1,0
simple,DRL10912,Dérouleur double,1,0,visible,"Matière : Laiton. Finitions : Noir, Blanc. Dimensions (L x P x H mm) : 85.","Les finitions laquées noir ou blanc mat des accessoires de la gamme ODESSA participent à magnifier des ambiances contemporaines et modernes.

La fabrication en laiton puis la finition laquée en peinture epoxy structurée garantissent à nos produits une longévité ainsi qu’une résistance à la corrosion et à l’usure.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-blanc-salle-bain-odessa-drl11412-fiche-technique-1-2.pdf-2.pdf-2.pdf-2.pdf",CreaSoft > Odessa,"CreaSoft, Odessa, Noir, Blanc","https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-noir-salle-bain-odessa-drl10912-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-noir-salle-bain-odessa-drl10912-croquis-1.jpg",Collection,CreaSoft,1,0,Gamme,Odessa,1,0,Finitions,"Noir, Blanc",1,0,Matière,Laiton,1,0,Dimensions (mm),85,1,0
simple,DRL11412,Dérouleur double,1,0,visible,"Matière : Laiton. Finitions : Blanc, Noir. Dimensions (L x P x H mm) : 85.","Les finitions laquées noir ou blanc mat des accessoires de la gamme ODESSA participent à magnifier des ambiances contemporaines et modernes.

La fabrication en laiton puis la finition laquée en peinture epoxy structurée garantissent à nos produits une longévité ainsi qu’une résistance à la corrosion et à l’usure.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-blanc-salle-bain-odessa-drl11412-fiche-technique-1.pdf.pdf.pdf.pdf",CreaSoft > Odessa,"CreaSoft, Odessa, Blanc, Noir","https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-blanc-salle-bain-odessa-drl11412-visuel-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-blanc-salle-bain-odessa-drl11412-croquis-1.jpg",Collection,CreaSoft,1,0,Gamme,Odessa,1,0,Finitions,"Blanc, Noir",1,0,Matière,Laiton,1,0,Dimensions (mm),85,1,0
simple,DRL10911,Dérouleur simple,1,0,visible,"Matière : Laiton. Finitions : Noir, Blanc. Dimensions (L x P x H mm) : 75.","Les finitions laquées noir ou blanc mat des accessoires de la gamme ODESSA participent à magnifier des ambiances contemporaines et modernes.

La fabrication en laiton puis la finition laquée en peinture epoxy structurée garantissent à nos produits une longévité ainsi qu’une résistance à la corrosion et à l’usure.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-noir-salle-bain-odessa-drl10911-fiche-technique-1.pdf.pdf",CreaSoft > Odessa,"CreaSoft, Odessa, Noir, Blanc","https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-noir-salle-bain-odessa-drl10911-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-noir-salle-bain-odessa-drl10911-croquis-1.jpg",Collection,CreaSoft,1,0,Gamme,Odessa,1,0,Finitions,"Noir, Blanc",1,0,Matière,Laiton,1,0,Dimensions (mm),75,1,0
simple,DRL11411,Dérouleur simple,1,0,visible,"Matière : Laiton. Finitions : Blanc, Noir. Dimensions (L x P x H mm) : 75.","Les finitions laquées noir ou blanc mat des accessoires de la gamme ODESSA participent à magnifier des ambiances contemporaines et modernes.

La fabrication en laiton puis la finition laquée en peinture epoxy structurée garantissent à nos produits une longévité ainsi qu’une résistance à la corrosion et à l’usure.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-blanc-salle-bain-odessa-drl11411-fiche-technique-1.pdf.pdf",CreaSoft > Odessa,"CreaSoft, Odessa, Blanc, Noir","https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-blanc-salle-bain-odessa-drl11411-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-blanc-salle-bain-odessa-drl11411-croquis-1.jpg",Collection,CreaSoft,1,0,Gamme,Odessa,1,0,Finitions,"Blanc, Noir",1,0,Matière,Laiton,1,0,Dimensions (mm),75,1,0
